,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,tenure,MonthlyCharges,TotalCharges,Age,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
,4,100.85,399.25,31,7.94,3,0,10,31.76,441.01,4
,34,105.1,3634.8,38,2.82,2,0,0,95.88,3730.68,5
,14,20.4,292.4,46,14.61,0,0,0,204.54,496.94,3
,13,20,218.55,54,4.26,0,0,0,55.38,273.93,3
,65,79.4,5071.9,42,1.83,13,0,0,118.95,5190.85,4
,23,57.2,1423.35,59,37.86,30,0,0,870.78,2294.13,3
,55,58.6,3068.6,38,6.63,23,0,0,364.65,3433.25,3
,49,94.8,4690.65,58,36.3,9,0,70,1778.7,6539.35,4
,60,102.5,6157.6,48,19.22,4,0,0,1153.2,7310.8,5
,69,20.35,1442.65,24,23.47,0,0,0,1619.43,3062.08,3
,40,84.9,3369.05,59,17.83,27,0,0,713.2,4082.25,4
,67,69.2,4671.65,59,47.46,20,0,0,3179.82,7851.47,3
,13,20.85,272.35,56,27.62,0,0,0,359.06,631.41,4
,41,88.5,3645.05,33,18.72,10,0,0,767.52,4412.57,3
,4,35,135.75,46,0,26,0,50,0,185.75,4
,24,55.15,1319.85,29,27.37,85,0,0,656.88,1976.73,3
,5,50.95,229.4,46,0,26,0,0,0,229.4,5
,5,64,370.25,37,44.78,29,0,0,223.9,594.15,5
,72,80.2,5714.2,39,49.12,23,0,0,3536.64,9250.84,4
,24,49.3,1233.25,34,4.82,16,0,0,115.68,1348.93,5
,42,84.35,3571.6,25,9.84,52,0,0,413.28,3984.88,4
,4,20.05,83.3,33,25.8,0,0,0,103.2,186.5,4
,68,117.2,8035.95,39,32.67,3,0,0,2221.56,10257.51,3
,33,20.1,579.4,23,28.4,0,0,0,937.2,1516.6,3
,69,109.95,7634.25,71,18.41,17,0,0,1270.29,8904.54,5
,38,94.75,3653,68,46.96,13,45.82,0,1784.48,5391.66,3
,3,80,241.3,49,19.18,22,0,0,57.54,298.84,3
,48,79.65,3870.3,44,8.94,27,0,0,429.12,4299.42,4
,15,25.2,387.9,35,46.68,0,0,0,700.2,1088.1,4
,25,19.9,527.5,50,1.36,0,0,0,34,561.5,5
,48,44.8,2104.55,62,0,23,0,0,0,2104.55,3
,1,20.3,20.3,29,10.84,0,0,0,10.84,31.14,4
,1,19.2,19.2,22,26.37,0,0,0,26.37,45.57,4
,37,80.05,3019.1,48,9.61,11,0,0,355.57,3374.67,5
,66,107.35,7051.95,71,7.86,26,39.18,0,518.76,7531.53,4
,26,47.85,1190.5,34,0,28,0,80,0,1270.5,4
,63,70.8,4448.8,59,46.99,13,0,0,2960.37,7409.17,3
,18,59.1,1011.05,74,5.73,13,31.05,0,103.14,1083.14,3
,64,25.55,1714.95,40,49.39,0,0,0,3160.96,4875.91,4
,28,20.25,535.35,27,26.09,0,0,0,730.52,1265.87,5
,1,75.55,75.55,32,7.11,26,0,0,7.11,82.66,5
,66,95.3,6273.4,36,25.83,24,0,0,1704.78,7978.18,4
,1,70.25,70.25,20,10.05,51,0,10,10.05,90.3,4
,18,50.3,908.75,42,35.96,17,0,0,647.28,1556.03,3
,0,19.85, ,56,15.51,0,0,0,155.1,353.6,3
,12,19.35,212.3,44,17.23,0,0,0,206.76,419.06,5
,12,25,316.2,37,2.29,0,0,0,27.48,343.68,4
,55,20.3,1079.05,62,3.18,0,0,0,174.9,1253.95,5
,7,75.35,564.65,63,25.17,17,0,0,176.19,740.84,3
,68,88,6161.9,49,43.51,22,0,40,2958.68,9160.58,3
,49,43.8,2106.05,78,35.65,3,20.45,0,1746.85,3832.45,5
,40,62.05,2511.55,38,0,19,0,0,0,2511.55,3
,16,20.1,318.6,23,47.25,0,0,0,756,1074.6,3
,72,101.35,7323.15,49,46.1,23,0,0,3319.2,10642.35,4
,2,84.05,186.05,70,21.9,22,0,0,43.8,229.85,3
,23,20.9,454,32,18.91,0,0,0,434.93,888.93,3
,71,105.9,7521.95,65,25.61,23,6.65,100,1818.31,9433.61,3
,12,85.05,999.8,44,44.6,20,0,0,535.2,1535,3
,54,44.1,2369.7,52,0,21,0,0,0,2369.7,3
,68,90.2,6297.65,27,3.41,26,0,0,231.88,6529.53,4
,27,53.45,1461.45,53,15.09,28,0,0,407.43,1868.88,3
,21,19.95,416.4,34,44.01,0,0,0,924.21,1340.61,5
,64,74.65,4869.35,68,27.7,21,47.04,0,1772.8,6595.11,4
,57,57.5,3265.95,27,0,69,0,150,0,3415.95,4
,19,19.65,358.15,25,34.68,0,0,0,658.92,1017.07,5
,31,93.8,2939.8,27,36.69,52,0,0,1137.39,4077.19,4
,52,89.25,4652.4,34,6.8,30,0,0,353.6,5006,3
,46,94.15,4408.45,55,33.18,3,0,0,1526.28,5934.73,5
,11,55.6,580.8,73,2.81,3,15.2,0,30.91,596.51,4
,53,48.7,2495.2,40,0,25,0,0,0,2495.2,4
,57,104.9,5913.95,68,32.12,15,1.69,90,1830.84,7833.1,5
,71,19.9,1389.35,34,12.22,0,0,0,867.62,2256.97,4
,1,19.4,19.4,58,48.79,0,0,0,48.79,68.19,5
,68,25.05,1629.2,19,25.19,0,0,0,1712.92,3342.12,5
,72,84.45,6033.1,35,35.06,26,0,0,2524.32,8557.42,3
,2,19.3,44.4,34,49.91,0,0,0,99.82,144.22,3
,41,79.85,3320.75,57,38.21,5,0,0,1566.61,4887.36,4
,72,25.55,1867.7,53,36.82,0,0,0,2651.04,4518.74,4
,58,68.4,3972.25,24,26.99,53,0,0,1565.42,5537.67,3
,7,20.65,155.9,55,15.54,0,0,0,108.78,264.68,5
,65,55.15,3673.15,63,19.99,26,0,0,1299.35,4972.5,3
,1,70.6,70.6,31,36.12,14,0,0,36.12,106.72,3
,56,19.95,1126.75,29,48.87,0,0,0,2736.72,3863.47,5
,4,19,73.45,21,8.38,0,0,0,33.52,106.97,5
,58,44.1,2413.05,44,22.65,25,0,150,1313.7,3876.75,4
,62,107.6,6912.7,54,34.62,28,0,0,2146.44,9059.14,4
,26,61.55,1581.95,23,38.04,73,0,0,989.04,2570.99,3
,62,90.7,5586.45,44,18.9,2,0,0,1171.8,6758.25,3
,58,99.25,5846.65,20,39.05,76,0,0,2264.9,8111.55,3
,68,91.7,6424.7,45,15.65,5,0,0,1064.2,7488.9,3
,61,100.7,6018.65,60,18.26,19,0,90,1113.86,7222.51,3
,42,78.45,3373.4,56,20.27,15,0,0,851.34,4224.74,4
,18,84.3,1537.9,19,2.26,73,0,0,40.68,1578.58,3
,56,19.55,1080.55,57,13.89,0,0,0,777.84,1858.39,5
,4,20.45,82.85,31,3.05,0,0,0,12.2,95.05,5
,35,55.6,2016.45,46,12.56,56,0,0,439.6,2456.05,3
,64,86.8,5327.25,31,27.74,12,0,0,1775.36,7102.61,3
,31,20.95,683.25,23,31.79,0,0,0,985.49,1668.74,4
,67,20.05,1263.05,65,49.94,0,43.66,0,3345.98,4565.37,5
,70,113.65,7714.65,77,35.39,25,24.36,0,2477.3,10167.59,4
,2,59.5,130.5,49,42.55,53,0,0,85.1,215.6,4
,29,87.8,2621.75,32,33.62,13,0,0,974.98,3596.73,4
,47,41.9,1875.25,54,0,23,0,0,0,1875.25,3
,12,69.85,837.5,41,27.07,29,0,0,324.84,1162.34,3
,8,56.3,401.5,24,31.86,59,0,30,254.88,686.38,5
,54,109.55,6118.95,35,49.9,29,0,0,2694.6,8813.55,4
,69,92.15,6480.9,56,20.32,56,0,0,1402.08,7882.98,3
,26,69.5,1800.05,54,25.4,10,0,0,660.4,2460.45,4
,72,97,7104.2,27,38.79,42,0,0,2792.88,9897.08,4
,70,58.35,4214.25,54,0,13,0,0,0,4214.25,3
,28,70.4,1992.2,56,12.94,24,0,0,362.32,2354.52,3
,21,94.3,1948.35,60,27.66,8,0,30,580.86,2559.21,3
,53,19.55,1007.9,49,30.31,0,0,0,1606.43,2614.33,5
,53,95.95,5036.9,38,33.74,56,0,0,1788.22,6825.12,3
,70,94.8,6859.05,30,26.47,59,0,0,1852.9,8711.95,3
,61,107.75,6521.9,30,42.4,71,0,0,2586.4,9108.3,3
,11,54.6,617.85,21,1.16,41,0,0,12.76,630.61,4
,2,71.3,157.75,53,6.74,3,0,0,13.48,171.23,3
,25,19.5,516.3,29,3.58,0,0,0,89.5,605.8,4
,41,56.3,2364,40,36.47,8,0,0,1495.27,3859.27,5
,71,90.55,6239.05,43,41.71,20,0,0,2961.41,9200.46,4
,34,60.8,2042.05,34,49.58,16,0,0,1685.72,3727.77,4
,29,98.8,2807.1,62,48.2,19,0,0,1397.8,4204.9,5
,40,98.15,4116.8,68,15.15,18,27.89,0,606,4694.91,3
,36,35.35,1317.95,37,0,23,0,0,0,1317.95,4
,46,103.15,4594.65,41,33.22,29,0,130,1528.12,6252.77,3
,58,107.75,6332.75,51,46.7,19,0,0,2708.6,9041.35,3
,39,81.4,3213.75,54,36.93,12,0,0,1440.27,4654.02,4
,52,95.7,4976.15,53,8.16,20,0,0,424.32,5400.47,3
,70,104.8,7308.95,66,39.49,28,6.11,0,2764.3,10067.14,5
,65,70.95,4555.2,76,28.68,20,7.43,0,1864.2,6411.97,3
,1,44.95,44.95,61,13.63,13,0,0,13.63,58.58,5
,70,97.65,6982.5,21,16.66,26,0,80,1166.2,8228.7,4
,29,35.65,1025.15,67,0,20,25.07,0,0,1000.08,5
,67,85.25,5714.2,21,8.71,41,1.31,0,583.57,6296.46,4
,1,19.5,19.5,57,33.02,0,0,0,33.02,52.52,4
,30,25.1,789.55,39,47.21,0,15.41,0,1416.3,2190.44,3
,48,100.05,4834,58,1.02,2,37.45,0,48.96,4845.51,5
,55,55.7,3131.8,49,36.41,14,34.16,0,2002.55,5100.19,3
,37,91.15,3369.25,29,12.69,69,17.5,50,469.53,3871.28,3
,31,83.85,2674.15,64,12.03,9,11.37,0,372.93,3035.71,3
,4,45.9,199.75,46,33.93,20,0,0,135.72,335.47,3
,72,25.1,1790.8,49,27.93,0,46.81,0,2010.96,3754.95,3
,1,19.7,19.7,37,34.28,0,0,0,34.28,53.98,5
,15,91.5,1400.3,80,39.57,16,48.66,0,593.55,1945.19,3
,8,51.3,411.6,47,10.36,20,15.02,0,82.88,479.46,4
,35,21.1,741,61,23.77,0,14.23,0,831.95,1558.72,4
,56,104.75,5841.35,67,27.64,7,36.52,0,1547.84,7352.67,3
,65,85.75,5688.45,78,9.68,23,38.09,0,629.2,6279.56,3
,2,20.3,31.9,57,35.42,0,0,0,70.84,102.74,3
,65,100.75,6674.65,66,32.08,8,0,0,2085.2,8759.85,3
,18,74.15,1345.75,43,11.36,13,0,0,204.48,1550.23,4
,23,78.55,1843.05,43,48.88,12,19.63,0,1124.24,2947.66,3
,70,19.85,1433.8,30,3.51,0,45.47,0,245.7,1634.03,5
,4,50.7,214.55,24,16.25,51,39.92,0,65,239.63,4
,19,45,865.85,53,29.52,5,22.55,0,560.88,1404.18,3
,18,77.8,1358.6,61,19.93,26,29.76,0,358.74,1687.58,5
,38,83.45,3147.15,76,3.42,15,24.98,0,129.96,3252.13,3
,47,94.8,4535.85,51,40.25,20,3.34,0,1891.75,6424.26,4
,52,20.1,1078.75,22,2.44,0,17.05,0,126.88,1188.58,4
,9,59.9,542.4,46,10.69,10,38.33,10,96.21,610.28,5
,26,90.1,2312.55,46,25.63,19,47.79,0,666.38,2931.14,3
,44,70.95,3250.45,19,29.61,48,24.92,0,1302.84,4528.37,5
,3,29.2,98.5,34,0,22,0,0,0,98.5,4
,2,46.6,87.9,45,1.87,12,0,0,3.74,91.64,4
,25,74.3,1952.25,53,17.3,26,40.54,0,432.5,2344.21,4
,2,69.3,153.8,79,32.62,2,0,0,65.24,219.04,4
,58,94.3,5610.15,49,21.38,26,5.55,150,1240.04,6994.64,3
,59,76.45,4519.5,33,13.27,15,30.22,0,782.93,5272.21,4
,44,54,2440.25,55,0,17,5.47,0,0,2434.78,3
,66,104.25,6860.6,43,33.02,6,44,0,2179.32,8995.92,4
,68,19.95,1377.7,45,35.89,0,28.98,0,2440.52,3789.24,3
,9,24.95,190.25,61,0,7,0,0,0,190.25,5
,19,84.75,1651.95,29,11.42,41,49.38,0,216.98,1819.55,4
,4,19.75,78.3,20,41.94,0,0,0,167.76,246.06,3
,70,113.65,7939.25,28,17.32,30,0,0,1212.4,9151.65,4
,1,44.9,44.9,44,15.76,13,0,0,15.76,60.66,3
,8,75.25,576.7,51,18.82,3,0,0,150.56,727.26,4
,53,24.6,1279,24,34.16,0,37.68,0,1810.48,3051.8,5
,51,25,1260.7,67,3.11,0,0,0,158.61,1419.31,4
,11,20.95,267.35,33,15.73,0,18.17,0,173.03,422.21,3
,60,110.6,6586.85,48,40.36,76,36.38,80,2421.6,9052.07,3
,17,55.5,934.15,64,33.68,14,0,0,572.56,1506.71,4
,1,19.45,19.45,34,29.15,0,0,0,29.15,48.6,3
,43,84.85,3645.6,74,8.81,7,0,0,378.83,4024.43,4
,16,19.6,314.45,48,46.86,0,26.83,0,749.76,1037.38,3
,57,53.45,3053,33,17.01,11,0,0,969.57,4022.57,3
,37,19.8,677.05,31,43.68,0,29.21,0,1616.16,2264,4
,72,112.1,7965.95,56,4.56,18,18.88,0,328.32,8275.39,4
,2,74.2,140.1,69,7.29,14,0,0,14.58,154.68,4
,17,69,1108,53,5.49,14,33.67,0,93.33,1167.66,5
,16,19.35,295.55,63,40.95,0,0,0,655.2,950.75,5
,10,19.8,198.25,57,2.84,0,0,0,28.4,226.65,3
,64,109.2,6741.15,53,13.73,12,17.3,0,878.72,7602.57,4
,1,79.15,79.15,33,18,23,0,60,18,157.15,4
,25,53.65,1355.45,63,36.17,53,0,0,904.25,2259.7,5
,71,100.2,7209,22,33.69,27,0,0,2391.99,9600.99,3
,72,108.65,7726.35,63,14.46,29,0,0,1041.12,8767.47,4
,49,40.65,2070.75,57,0,11,0,0,0,2070.75,4
,29,55.35,1636.95,62,0,57,0,0,0,1636.95,3
,72,105.6,7581.5,59,6.15,5,0,0,442.8,8024.3,3
,50,95.7,4729.75,42,49.14,6,0,140,2457,7326.75,4
,71,83.2,6126.1,47,35.09,12,0,0,2491.39,8617.49,3
,70,90.05,6333.4,65,12.07,17,0,0,844.9,7178.3,3
,71,97.65,6687.85,47,16.57,5,0,0,1176.47,7864.32,3
,61,68.05,4158.25,23,42.31,59,0,0,2580.91,6739.16,4
,68,102.1,7149.35,40,49.42,7,0,0,3360.56,10509.91,3
,62,23.4,1429.65,43,48.93,0,0,0,3033.66,4463.31,4
,7,71.05,472.65,48,28.5,13,0,10,199.5,682.15,5
,6,19.45,113.5,53,1.57,0,0,0,9.42,122.92,4
,33,59.45,1884.65,80,0,16,0,0,0,1884.65,4
,28,92.2,2568.15,37,13.19,30,0,0,369.32,2937.47,4
,27,19.85,470,27,47.65,0,0,0,1286.55,1756.55,4
,7,43.9,278.4,41,30.04,6,0,0,210.28,488.68,5
,30,90.5,2595.85,69,4.04,14,0,0,121.2,2717.05,3
,63,90.45,5825.5,33,9.21,28,0,100,580.23,6505.73,3
,53,84.6,4449.75,55,14.54,18,0,0,770.62,5220.37,5
,21,99.15,1956.4,22,6.12,51,0,0,128.52,2084.92,3
,17,19.95,310.6,23,25.91,0,0,0,440.47,751.07,5
,16,20.5,290.55,30,27.24,0,0,0,435.84,726.39,3
,35,62.1,2096.1,61,2.15,7,0,0,75.25,2171.35,4
,32,79.5,2665,74,48.62,12,0,0,1555.84,4220.84,4
,28,19.55,543.8,27,15.85,0,0,0,443.8,987.6,4
,1,20.35,20.35,30,29.86,0,0,0,29.86,50.21,4
,59,51.7,3005.8,43,0,7,0,0,0,3005.8,3
,72,23.3,1623.15,26,18.14,0,0,0,1306.08,2929.23,5
,40,65.1,2586,32,11.56,26,0,0,462.4,3048.4,3
,40,81.2,3292.3,55,3.52,56,0,0,140.8,3433.1,3
,63,74.5,4674.55,22,42.17,73,0,0,2656.71,7331.26,4
,3,80.5,232.35,48,26.86,5,0,0,80.58,312.93,5
,40,60.3,2448.5,19,0,26,0,0,0,2448.5,4
,8,75,658.1,57,20.67,18,0,0,165.36,823.46,3
,34,90.15,3128.8,71,26.49,18,0,0,900.66,4029.46,3
,9,69.05,653.95,27,26.03,59,0,0,234.27,888.22,4
,31,59.7,1825.5,21,30.67,59,0,0,950.77,2776.27,5
,50,19.85,943.1,30,28.1,0,0,0,1405,2348.1,5
,9,40.75,359.4,45,0,21,0,20,0,379.4,4
,25,95.7,2338.35,51,3.81,8,0,0,95.25,2433.6,5
,1,46.3,46.3,71,11.51,21,0,0,11.51,57.81,4
,45,81.3,3541.1,51,10.21,11,0,0,459.45,4000.55,3
,55,20,1087.25,31,31.3,0,0,0,1721.5,2808.75,4
,38,66.15,2522.4,39,20.14,13,0,0,765.32,3287.72,4
,38,19.6,717.3,40,24.16,0,0,0,918.08,1635.38,3
,34,49.8,1734.2,34,4.89,27,0,70,166.26,1970.46,4
,70,101.75,7069.3,19,19.88,26,0,0,1391.6,8460.9,3
,13,55.15,742.9,20,46.68,59,0,0,606.84,1349.74,4
,61,103.95,6423,21,15.44,30,0,0,941.84,7364.84,4
,41,99.65,4220.35,29,21.64,59,0,0,887.24,5107.59,5
,21,73.7,1558.7,28,28.54,42,0,0,599.34,2158.04,5
,55,50.05,2743.45,71,0,23,0,0,0,2743.45,4
,69,60.25,4055.5,22,0,59,0,120,0,4175.5,3
,69,87.3,6055.55,67,34.55,19,0,0,2383.95,8439.5,3
,47,54.25,2538.2,28,39.25,26,0,0,1844.75,4382.95,5
,72,85.3,6129.2,46,36.13,21,0,0,2601.36,8730.56,3
,33,50,1750.85,80,0,4,0,0,0,1750.85,3
,72,90.95,6652.45,20,45.66,47,0,0,3287.52,9939.97,3
,37,72.25,2575.45,75,23.54,7,0,0,870.98,3446.43,3
,62,96.1,6019.35,67,45.76,12,0,150,2837.12,9006.47,4
,71,19.85,1379.6,44,18.41,0,0,0,1307.11,2686.71,4
,23,55.3,1284.2,25,1.58,47,0,0,36.34,1320.54,4
,16,20.1,296.15,35,20.65,0,0,0,330.4,626.55,3
,9,69.5,653.25,24,34.43,51,0,0,309.87,963.12,3
,17,25.15,412.6,33,45.24,0,0,0,769.08,1181.68,3
,24,79.65,1928.7,24,44.93,82,0,0,1078.32,3007.02,4
,1,71.25,71.25,68,17.6,2,0,10,17.6,98.85,4
,72,113.8,7845.8,75,24.67,26,0,0,1776.24,9622.04,3
,72,24.55,1750.7,41,8.98,0,0,0,646.56,2397.26,4
,11,19.7,216.2,57,44.88,0,0,0,493.68,709.88,4
,60,100.5,6029,74,27.68,26,0,0,1660.8,7689.8,5
,49,74.45,3721.9,58,7.51,13,0,0,367.99,4089.89,5
,30,104.1,3121.1,80,41.93,21,0,0,1257.9,4379,4
,53,19.05,990.45,50,46.24,0,0,0,2450.72,3441.17,5
,39,25,1004.35,52,49.95,0,0,0,1948.05,2952.4,4
,9,19.05,157.65,45,31.28,0,0,0,281.52,439.17,4
,39,81.9,3219.75,47,35.13,29,0,0,1370.07,4589.82,4
,8,69.7,572.85,66,41.85,5,0,0,334.8,907.65,4
,51,90.15,4554.85,21,19.9,59,0,0,1014.9,5569.75,3
,71,25.35,1847.55,21,9.2,0,0,0,653.2,2500.75,5
,71,24.65,1766.75,79,4.75,0,0,0,337.25,2104,3
,70,19.55,1462.05,73,15.9,0,0,0,1113,2575.05,3
,38,60,2193.2,47,0,25,0,0,0,2193.2,3
,28,89.9,2433.5,56,33.09,19,0,0,926.52,3360.02,4
,32,19.4,641.15,57,12.35,0,0,0,395.2,1036.35,4
,49,49.8,2398.4,74,1.67,15,0,0,81.83,2480.23,3
,37,24.1,861.85,40,44.68,0,0,0,1653.16,2515.01,4
,10,54.25,583,41,12.96,29,0,0,129.6,712.6,4
,67,109.9,7332.4,36,23.13,24,0,0,1549.71,8882.11,4
,7,35.5,249.55,28,0,48,0,0,0,249.55,3
,51,87.55,4475.9,36,14.37,7,0,0,732.87,5208.77,4
,9,88.4,788.6,23,35.45,52,0,0,319.05,1107.65,5
,4,50.8,202.3,58,1.88,21,0,0,7.52,209.82,5
,71,99,6994.6,50,44.06,6,0,40,3128.26,10162.86,3
,24,96.55,2263.45,69,20.78,23,0,0,498.72,2762.17,5
,22,59.75,1374.35,22,6.03,51,0,0,132.66,1507.01,3
,44,111.5,4915.15,48,44.45,19,0,0,1955.8,6870.95,4
,33,24.25,838.5,49,9.97,0,0,0,329.01,1167.51,5
,1,20.5,20.5,54,8.56,0,0,0,8.56,29.06,5
,30,70.4,2044.75,47,32.41,22,0,0,972.3,3017.05,3
,1,30.55,30.55,60,0,9,0,40,0,70.55,4
,16,84.9,1398.25,22,9.16,59,0,0,146.56,1544.81,3
,71,54.5,3778.2,21,48.32,59,0,0,3430.72,7208.92,3
,43,75.35,3161.4,39,19.66,28,0,0,845.38,4006.78,5
,50,44.45,2188.45,20,0,73,0,0,0,2188.45,4
,41,98.05,3990.6,43,29.19,4,0,0,1196.79,5187.39,4
,40,63.9,2635,27,42.1,52,0,0,1684,4319,3
,3,69.15,235,23,24.28,73,0,0,72.84,307.84,3
,37,64.65,2347.85,42,37.18,9,0,0,1375.66,3723.51,3
,32,98.85,3089.6,59,24.04,22,0,0,769.28,3858.88,4
,32,89.6,2901.8,25,48.49,82,0,0,1551.68,4453.48,4
,59,83.25,4949.1,48,31.23,16,0,0,1842.57,6791.67,3
,30,70.25,2198.9,53,17.33,13,0,0,519.9,2718.8,4
,27,24.5,761.95,51,35.52,0,0,0,959.04,1720.99,3
,9,20.1,190.25,60,27.34,0,0,0,246.06,436.31,4
,68,73,5163,47,20.15,16,0,0,1370.2,6533.2,4
,69,61.4,4059.85,56,39.07,19,0,0,2695.83,6755.68,3
,26,84.3,2281.6,62,37.69,30,0,0,979.94,3261.54,5
,69,19.9,1356.7,49,28.19,0,0,0,1945.11,3301.81,3
,11,20.4,231.45,60,49.8,0,0,0,547.8,779.25,4
,1,50.75,50.75,19,24.66,26,0,0,24.66,75.41,4
,10,20.45,242.4,37,37.59,0,0,0,375.9,618.3,4
,55,75.75,4264.25,41,16.16,29,0,0,888.8,5153.05,3
,44,65.4,2774.55,42,34.98,2,0,0,1539.12,4313.67,3
,69,59.75,4069.9,32,49.4,12,0,0,3408.6,7478.5,3
,11,78.5,874.2,71,41.58,3,0,0,457.38,1331.58,3
,29,48.95,1323.7,34,10.06,25,0,0,291.74,1615.44,3
,57,99.65,5497.05,32,12.19,16,0,0,694.83,6191.88,4
,28,18.25,534.7,58,40.39,0,0,0,1130.92,1665.62,4
,42,54.55,2455.05,42,32.16,8,0,0,1350.72,3805.77,3
,23,40.65,947.4,61,0,19,0,0,0,947.4,3
,18,20.45,357,39,14.6,0,0,0,262.8,619.8,4
,62,24.8,1476.25,60,16.48,0,0,0,1021.76,2498.01,5
,67,88.8,5903.15,19,37.32,59,0,0,2500.44,8403.59,3
,62,20.05,1201.65,19,33.68,0,0,0,2088.16,3289.81,4
,2,69.8,146.65,31,11.19,14,0,10,22.38,179.03,3
,23,77.15,1759.4,62,33.02,12,0,0,759.46,2518.86,3
,25,35.05,844.45,32,0,75,0,0,0,844.45,4
,72,108.1,7774.05,65,26.87,20,0,0,1934.64,9708.69,5
,2,84.05,134.05,40,22.23,13,0,0,44.46,178.51,5
,8,20.2,140.95,26,5.27,0,0,0,42.16,183.11,4
,35,49.2,1701.65,47,0,26,0,0,0,1701.65,4
,24,24.6,592.65,60,47.33,0,0,0,1135.92,1728.57,3
,2,71.65,135.75,33,29.03,10,0,0,58.06,193.81,3
,72,104.9,7732.65,38,32.22,25,0,0,2319.84,10052.49,4
,41,106.5,4282.4,20,36.7,59,0,0,1504.7,5787.1,4
,26,75.5,2018.1,59,39.63,29,0,0,1030.38,3048.48,4
,4,58.5,224.85,28,35.2,52,0,0,140.8,365.65,3
,48,78.9,3771.5,45,3.59,10,0,0,172.32,3943.82,4
,12,79.2,943.85,73,37.15,13,0,20,445.8,1409.65,4
,60,109.45,6572.85,36,4.59,9,0,0,275.4,6848.25,4
,55,59.2,3175.85,20,12.28,48,0,0,675.4,3851.25,3
,1,29.15,29.15,34,0,22,0,0,0,29.15,5
,1,20.05,20.05,30,11.1,0,0,0,11.1,31.15,4
,42,66.5,2762.75,33,34.76,20,0,0,1459.92,4222.67,5
,1,49.55,49.55,45,10.83,15,0,0,10.83,60.38,4
,3,73.6,232.5,29,27.34,71,0,10,82.02,324.52,5
,72,82.65,5919.35,53,17.28,11,0,0,1244.16,7163.51,3
,15,49,749.25,40,11.75,28,0,0,176.25,925.5,3
,11,25.2,245.15,50,1.87,0,0,0,20.57,265.72,4
,5,25.45,134.75,63,5.41,0,0,0,27.05,161.8,3
,72,110.9,8240.85,37,46.16,14,0,0,3323.52,11564.37,3
,55,77.75,4266.4,20,23.45,53,0,0,1289.75,5556.15,3
,40,26.2,1077.5,49,49.22,0,0,0,1968.8,3046.3,3
,57,19.9,1115.6,43,44.86,0,0,0,2557.02,3672.62,5
,52,80.85,4079.55,72,7.04,22,0,0,366.08,4445.63,3
,43,56.35,2391.15,50,4.34,23,0,0,186.62,2577.77,4
,47,19.3,890.5,24,2.56,0,0,0,120.32,1010.82,4
,3,50.4,137.25,28,29.74,59,0,0,89.22,226.47,5
,55,55.25,3119.9,24,46.61,30,0,0,2563.55,5683.45,3
,29,19.1,529.5,40,49.52,0,0,0,1436.08,1965.58,4
,12,84.05,966.55,56,17.85,19,0,0,214.2,1180.75,4
,66,105.2,6936.85,39,42.23,30,0,0,2787.18,9724.03,4
,27,75.75,1929,60,25.26,23,0,0,682.02,2611.02,3
,58,95.3,5817.7,20,35.55,73,0,0,2061.9,7879.6,4
,9,19.85,178.8,56,40.74,0,0,0,366.66,545.46,3
,6,69.1,435,59,18.65,18,0,0,111.9,546.9,4
,9,20.25,186.15,57,2.6,0,0,0,23.4,209.55,4
,8,54.75,445.85,36,19,8,0,0,152,597.85,3
,12,81.45,912,32,11.04,16,0,0,132.48,1044.48,3
,43,80.2,3581.6,30,33.97,69,0,0,1460.71,5042.31,3
,42,100.3,4222.95,48,25.69,13,0,0,1078.98,5301.93,5
,66,90.95,5930.05,20,27.09,51,0,0,1787.94,7717.99,3
,1,20,20,55,25.99,0,0,0,25.99,45.99,4
,10,79.85,797.25,43,15.6,22,0,0,156,953.25,5
,18,73.55,1359.45,71,7.51,24,0,0,135.18,1494.63,3
,3,19.3,54.7,53,10.13,0,0,0,30.39,85.09,4
,50,20.15,989.05,24,21.72,0,0,0,1086,2075.05,5
,1,44.55,44.55,48,41.1,18,0,0,41.1,85.65,4
,2,54.45,87.3,32,19.87,19,0,0,39.74,127.04,3
,17,19.65,351.55,27,47.79,0,0,0,812.43,1163.98,5
,69,105,7297.75,47,22.49,11,0,0,1551.81,8849.56,4
,72,88.7,6301.7,63,47.66,19,0,0,3431.52,9733.22,3
,50,75.15,3822.45,74,32.9,18,0,0,1645,5467.45,4
,53,20.25,1048.45,28,28.46,0,0,0,1508.38,2556.83,4
,58,109.1,6393.65,51,37.15,7,0,0,2154.7,8548.35,3
,46,30.75,1489.3,44,0,19,0,0,0,1489.3,3
,72,112.9,8061.5,69,30.3,14,0,20,2181.6,10263.1,3
,6,94.05,518.75,39,41.29,19,0,0,247.74,766.49,3
,72,78.85,5763.15,24,39.61,85,0,0,2851.92,8615.07,3
,4,55.3,238.5,33,21.03,3,0,0,84.12,322.62,4
,52,19.35,1031.7,44,9.87,0,0,0,513.24,1544.94,5
,0,25.35, ,22,36.37,0,0,0,363.7,617.2,4
